N,p,f,pop_type,alpha,p_true,cube_e_max,cube_e_mean,cube_bias,cube_nfrac,cube_nsel,sph_e_max,sph_e_mean,sph_bias,sph_nfrac,sph_nsel,delta_e_max,delta_e_mean,delta_bias,rep
50,2,0.2,mixed,0.1,0.6,1.456383736667571,0.7496793282145915,0.0,2,9,1.206744353452882,0.616109536456033,0.09999999999999998,2,11,-0.24963938321468904,-0.13356979175855854,0.09999999999999998,15
50,2,0.2,mixed,0.1,0.6,0.5163444393689073,0.27864973606650345,0.30000000000000004,2,14,0.520659920775271,0.2713204792312012,0.0,2,11,0.00431548140636373,-0.007329256835302278,-0.30000000000000004,16
50,2,0.2,mixed,0.1,0.6,1.3442828709310788,0.7230362609007496,0.0,2,10,0.18241457519627155,0.12114868723184105,-0.09999999999999998,2,11,-1.1618682957348072,-0.6018875736689085,0.09999999999999998,17
50,2,0.2,mixed,0.1,0.6,0.27751590286566463,0.14789104767986322,0.0,2,9,1.0532618610158566,0.5299839180766789,0.0,2,10,0.775745958150192,0.38209287039681566,0.0,18
50,2,0.2,mixed,0.1,0.6,0.9670764173384696,0.53347107934357,-0.09999999999999998,2,8,0.10546871149972512,0.09849861468051374,-0.19999999999999996,2,10,-0.8616077058387445,-0.4349724646630562,0.09999999999999998,19
50,2,0.2,mixed,0.2,0.6,0.6632176906172752,0.37946699404323475,0.0,2,9,0.16536853823005535,0.1084878856913286,0.09999999999999998,2,10,-0.49784915238721983,-0.27097910835190614,0.09999999999999998,0
50,2,0.2,mixed,0.2,0.6,0.222481931079495,0.12979307969313492,0.20000000000000007,2,9,0.3508498908098191,0.21276137485638755,-0.09999999999999998,2,11,0.1283679597303241,0.08296829516325263,-0.10000000000000009,1
50,2,0.2,mixed,0.2,0.6,0.25708178017706873,0.24596774297172697,-0.19999999999999996,2,8,0.05304698659890193,0.052443000253169295,0.20000000000000007,2,12,-0.20403479357816678,-0.19352474271855769,1.1102230246251565e-16,2
50,2,0.2,mixed,0.2,0.6,0.8001872015892363,0.4555676116674483,0.09999999999999998,2,10,0.11324115648443549,0.0930608126812432,0.09999999999999998,2,9,-0.6869460451048008,-0.3625067989862051,0.0,3
50,2,0.2,mixed,0.2,0.6,0.09025377982003087,0.06873328350776053,0.0,2,10,0.004970307157964363,0.003427149230610554,0.0,2,10,-0.08528347266206651,-0.06530613427714999,0.0,4
50,2,0.2,mixed,0.2,0.6,1.2707683034171562,0.6471037886978157,0.09999999999999998,2,11,0.4907236401414498,0.44290426759536417,-0.19999999999999996,2,9,-0.7800446632757063,-0.20419952110245154,0.09999999999999998,5
50,2,0.2,mixed,0.2,0.6,0.9741069112784172,0.5333719515627012,0.0,2,9,1.4551989094601554,0.7475014506236148,0.0,2,10,0.4810919981817382,0.2141294990609136,0.0,6
50,2,0.2,mixed,0.2,0.6,0.4226128466328864,0.2549374012514184,0.20000000000000007,2,12,0.07319181761668328,0.057835185735207434,0.30000000000000004,2,12,-0.3494210290162031,-0.19710221551621096,0.09999999999999998,7
50,2,0.2,mixed,0.2,0.6,0.8916664369648426,0.5090120414099512,0.09999999999999998,2,10,0.48345867425706385,0.27796812964326795,0.0,2,11,-0.40820776270777875,-0.2310439117666832,-0.09999999999999998,8
50,2,0.2,mixed,0.2,0.6,0.1881818648697633,0.18772394308539392,0.30000000000000004,2,13,0.17414871654071748,0.16185885364767066,0.09999999999999998,2,12,-0.014033148329045814,-0.025865089437723254,-0.20000000000000007,9
50,2,0.2,mixed,0.2,0.6,0.306447564009714,0.21039079067533945,0.0,2,13,0.6327337507581746,0.42898554577390585,0.20000000000000007,2,13,0.3262861867484606,0.2185947550985664,0.20000000000000007,10
50,2,0.2,mixed,0.2,0.6,0.31843691975704524,0.19865953119305602,0.0,2,7,0.7813275458102285,0.4647404727902695,-0.3,2,10,0.4628906260531832,0.26608094159721346,0.3,11
50,2,0.2,mixed,0.2,0.6,3.0247016522215406,1.569218270968435,0.20000000000000007,2,12,1.6743195371706303,0.8449604537028501,0.09999999999999998,2,12,-1.3503821150509103,-0.7242578172655849,-0.10000000000000009,12
50,2,0.2,mixed,0.2,0.6,0.5268884837767905,0.2813215542947899,0.20000000000000007,2,11,0.20384724201164778,0.1640712965932406,0.0,2,11,-0.32304124176514276,-0.11725025770154929,-0.20000000000000007,13
50,2,0.2,mixed,0.2,0.6,1.6310327156986497,0.8182552101083703,-0.19999999999999996,2,9,2.4238302330400905,1.3369097274993575,-0.19999999999999996,2,10,0.7927975173414408,0.5186545173909872,0.0,14
